candidate_id,canonical_entity_id,canonical_name,entity_type,parent_entity,pi_or_lead,institution,city,country,canonical_url,alternate_urls,active_status,last_activity_evidence,relevance_class,relevance_confidence,primary_topics,secondary_topics,relevance_summary,evidence_url_1,evidence_url_2,evidence_quote_or_paraphrase,relationship_notes,discovery_source,verification_status,count_in_headline,notes
R0039,E-R0039,Computational Sensorimotor Neuroscience Lab,lab,,Gunnar Blohm,Queen's University,Kingston,Canada,https://s106-n106.gen.queensu.ca/,,LIKELY_ACTIVE,,CORE,low,sensorimotor-learning;spiking-neural-networks;neurorobotics,,"Queen's lab site identifies Gunnar Blohm's NeuroAI lab, artificial/spiking neural motor-control models and neuro-robotic performance; 2026 thesis topics document active projects.",https://s106-n106.gen.queensu.ca/,https://www.queensu.ca/academia/wright/sites/acadwrigwww/files/uploaded_files/PHYS59026-27/Topics_2026.pdf,"Queen's lab site identifies Gunnar Blohm's NeuroAI lab, artificial/spiking neural motor-control models and neuro-robotic performance; 2026 thesis topics document active projects.",Prior row associates Gunnar Blohm with Queen's University; unverified by fetched pages.,official lab page + NeuroAI search,SOURCE_SUPPORTED,1,Cannot classify relevance without page text; recorded as UNCERTAIN. | Prior: CORE | Rescued through current first-party web search result; see manual_corrections.csv | Activity downgraded: no dated evidence recorded
R0040,E-R0040,ELIXIR Lab,lab,,ELIXIR Lab leadership,Toronto Metropolitan University,Toronto,Canada,https://www.torontomu.ca/elixir-lab/,,ACTIVE,Current lab site with named active research projects including brain dynamic functional connectivity for AGI and soft-robotics work.,CORE,high,embodied-cognition;biologically-plausible-learning;recurrent-computation;memory-retrieval;adaptive-robotics,sensorimotor-learning;world-models;hierarchical-behavior;representation-learning,TMU's ELIXIR Lab explicitly reverse-engineers brain dynamic functional connectivity and embodied cognition to inform brain-inspired AI architectures for general-purpose autonomous systems.,https://www.torontomu.ca/elixir-lab/research-projects/brain-dynamic-functional-connectivity-for-artificial-general-int/,https://www.torontomu.ca/elixir-lab/,"The project page states the lab investigates how the brain's dynamic functional connectivity can inspire more general and adaptive AI, training recurrent neural networks on reconstructed brain activity during cognitive tasks such as memory recall.",Director named on page as Professor Robin Chhabra; lab appears to succeed the ASRoM Lab at Carleton.,official research project + lab page,SOURCE_SUPPORTED,1,Identity and neuroscience-to-AI mechanism are supported by page text. | Prior: CORE
R0042,E-R0042,Kubo Lab – Biologically Plausible Learning and Sleep Replay,lab,,Yoshimasa Kubo,Lakehead University,Thunder Bay,Canada,https://www.lakeheadu.ca/users/K/ykubo,,ACTIVE,UCSD postdoc May 2024–August 2025 followed by current Lakehead profile; site footer © 2026.,CORE,high,biologically-plausible-learning;equilibrium-propagation;sleep;replay;catastrophic-forgetting,continual-learning;dendritic-computation;recurrent-computation;hippocampal-replay;neuromorphic-computing,"Kubo's Lakehead profile develops brain-inspired neural network algorithms including equilibrium propagation, dendritic computation, and sleep-replay consolidation to combat catastrophic forgetting.",https://www.lakeheadu.ca/users/K/ykubo,https://www.lakeheadu.ca/taxonomy/term/5979,"The profile describes biologically plausible learning algorithms, equilibrium propagation, and sleep-inspired replay consolidation for continual learning.",Distinct new PI-led Canadian lab; builds on UCSD postdoctoral work; no merge with other records.,targeted Canadian institutional faculty directory; Lakehead official profile,SOURCE_SUPPORTED,1,Strongest CORE Canadian record in this batch. | Prior: CORE
R0043,E-R0043,LEAP A.I.,company_research,,,LEAP A.I. Industries,Vancouver,Canada,https://leap-ai.ca/,https://www.leap-ai.ca/,ACTIVE,"Current company site lists live products, a research programme, and 2026 neuroscience architecture milestones.",DIRECTLY_RELEVANT,low,predictive-coding,local-learning,"Independent company explicitly develops brain-inspired AI using local learning, hierarchical prediction, dual-stream perception, cortical visual architecture, predictive coding, and biologically motivated subsystems.",https://leap-ai.ca/,https://leap-ai.ca/; https://www.leap-ai.ca/research,"The homepage asserts a brain-inspired AI mission, while the research page yielded only a title with no content.",No PI or personnel identifiable; research page blocked/empty.,company/nonprofit official-site sweep,SOURCE_SUPPORTED,1,"Identity and mechanism not substantiated by fetched text; relevance cannot be confirmed. | Prior: STRONGLY RELATED | Luna High round: SOURCE_LIMITED / Identity and mechanism not substantiated by fetched text; relevance cannot be confirmed. | Prior: STRONGLY RELATED | Final Luna closure: PROMOTE / Current first-party company pages substantiate the identity, active programme, and explicit brain-computation mechanism; no named PI was found. | Independent positive gate: Current first-party LEAP pages identify an active Canadian company and describe CABM as a neuroscience-derived architecture using local learning, hierarchical prediction, predictive coding, and cortical subsystems."
R0044,E-R0044,Mark Daley Research Group,lab,,Mark Daley,Western University,London,Canada,https://markdaley.org/,,ACTIVE,Page updated November 2025 with current PI affiliations and 2024 NSERC Scholar-in-Residence appointment.,DIRECTLY_RELEVANT,medium,biologically-plausible-learning;neural-coding;recurrent-computation;representation-learning,neuromorphic-computing,"The Daley group models computation in neural systems and develops biologically inspired, unconventional neural architectures at the interface of theoretical CS and AI.",https://markdaley.org/,https://www.uwo.ca/bmi/investigators/mark-daley.html,The group page lists focus areas of biologically inspired unconventional neural architectures and mathematical foundations of computation within neural systems.,Distinct Western group from Mohsenzadeh Lab; PI cross-appointed to Western Institute for Neuroscience and Vector Institute.,Western University institute/member directory pass,SOURCE_SUPPORTED,1,"DIRECTLY_RELEVANT rather than CORE: focus on architectures and math foundations, with explicit biologically inspired framing but limited concrete neural-mechanism claims in fetched text. | Prior: STRONGLY RELATED"
R0045,E-R0045,MEIE Chair in Neuromorphic Computing at 3IT,research_program,,Sean Wood and Fabien Alibart,Université de Sherbrooke / 3IT,Sherbrooke,Canada,https://www.usherbrooke.ca/3it/fr/actualites/nouvelles/details/52177,,LIKELY_ACTIVE,8 février 2024,CORE,medium,neuromorphic-computing;spiking-neural-networks;on-chip-learning;event-driven-computation;memristive-computing,in-memory-computing,"A named Sherbrooke 3IT MEIE research chair co-led by Wood and Alibart co-designs bio-inspired algorithms and neuromorphic hardware explicitly inspired by brain function, targeting low-power embedded AI devices.",https://www.usherbrooke.ca/3it/fr/actualites/nouvelles/details/52177,https://www.usherbrooke.ca/irc-ipd/en/news-and-events/news/details-eng/56462,"The page explicitly establishes a distinct named research chair (Chaire MEIE en calcul neuromorphique) at 3IT, co-led by Fabien Alibart and Sean Wood, with a substantive biology-to-AI mechanism: co-designing bio-inspired algorithms and neuromorphic hardware that imitate biological neural network architecture and spike-based communication to enable low-power embedded AI.",Durable named chair within 3IT; co-titled by Alibart (CNRS IRL-LN2) and Wood. | Context/parent or person; not an independent unit in headline total,final Canada neuromorphic directory sample,SOURCE_SUPPORTED,0,"Article is undated in fetched text, so active_status is LIKELY_ACTIVE rather than ACTIVE; chair may be historical. | Prior: CORE"
R0046,E-R0046,Mohsenzadeh Cognitive Neuroscience and AI Lab,lab,,Ali Mohsenzadeh,Western University,London,Canada,https://mohsenzadehlab.com/,,LIKELY_ACTIVE,,DIRECTLY_RELEVANT,medium,representation-learning;neural-dynamics,event-based-vision;neural-coding;embodied-cognition,The CNAI lab closes the loop between cognitive neuroscience and computer science by using neuroscientific insight to build 'cognitive machines'—biologically inspired computational models that recognize and interact with the world.,https://mohsenzadehlab.com/,https://mohsenzadehlab.com/,"The lab page states its goal is to develop biologically inspired computational models, termed cognitive machines, guided by neuroscientific insights.",Part of Western's Brain and Mind Institute; distinct from Mark Daley Research Group at the same institution.,official lab page + Canada topic search,SOURCE_SUPPORTED,1,"No dated 2024-2026 output on page, hence LIKELY_ACTIVE; DIRECTOR noted as Ali Mohsenzadeh (prior row) but PI name is not stated on fetched page—left as listed. | Prior: CORE"
R0047,E-R0047,Navigation and Memory Systems Lab,lab,,J. Quinn Lee,University of Alberta,Edmonton,Canada,https://sites.psych.ualberta.ca/NMSLab/,,LIKELY_ACTIVE,,CORE,high,cognitive-maps;navigation;sparse-coding;episodic-memory;hippocampal-replay,continual-learning;representation-learning;recurrent-computation;world-models,"The NMS Lab explicitly asks how brain-inspired solutions to navigation, memory, and sparsity could be implemented to support intelligent behavior in artificial agents, combining biological experiments and AI modelling.",https://sites.psych.ualberta.ca/NMSLab/,https://sites.psych.ualberta.ca/NMSLab/,"Page explicitly establishes a distinct lab (NMS Lab led by Dr. Quinn Lee) and a substantive biology-to-AI mechanism, examining how brain-inspired solutions to problems such as learning, environment representation, and sparsity could support intelligent behavior in artificial systems.",PI is Amii Fellow; distinct Alberta unit.,official lab page + memory/AI search,SOURCE_SUPPORTED,1,"Recruitment/active status referenced by prior row but not dated on fetched page, so LIKELY_ACTIVE. | Prior: CORE"
R0048,E-R0048,Neo Computing Lab,lab,,Jafar Shamsi,University of Calgary,Calgary,Canada,https://www.neocomputinglab.ca/,,LIKELY_ACTIVE,,CORE,medium,neuromorphic-computing;spiking-neural-networks;continual-learning;on-chip-learning;event-driven-computation,event-based-vision,"The Neo Computing Lab at Calgary builds neuromorphic systems and brain-inspired algorithms spanning SNNs, continual learning, event-driven computation, and low-power AI hardware.",https://www.neocomputinglab.ca/,https://hbi.ucalgary.ca/computational-neuroscience/about-us,The page explicitly establishes a distinct named lab at the University of Calgary and states a substantive biology-to-AI mechanism: building neuromorphic systems and brain-inspired algorithms/hardware.,PI not stated on fetched page; prior row lists Jafar Shamsi.,official lab page + institutional strategy,SOURCE_SUPPORTED,1,"Page has no dated activity signal and no PI name on-page; identity of PI rests on prior row only, so verification is PARTIAL. Neuromorphic hardware with brain-inspired algorithm framing supports CORE at medium confidence. | Prior: CORE"
R0050,E-R0050,Richards Lab,lab,,Blake Richards,McGill University,Montreal,Canada,https://www.mcgill.ca/neuro/blake-richards-phd,,LIKELY_ACTIVE,,CORE,high,episodic-memory;continual-learning,hippocampal-replay;representation-learning,"Blake Richards' lab at McGill investigates universal principles of intelligence that apply to both natural and artificial agents, directly bridging neuroscience and AI.",https://www.mcgill.ca/neuro/blake-richards-phd,https://www.cs.mcgill.ca/media/about/SOCS_Newsletter_2022.pdf,The McGill page states Richards' research is at the intersection of neuroscience and AI and his laboratory investigates universal principles of intelligence applying to both natural and artificial agents.,Distinct lab led by Blake Richards; also affiliated with Mila.,official faculty page + institutional output,SOURCE_SUPPORTED,1,Current McGill PI page; lab website linked. | Prior: CORE
